,NumberofOrders,YearlyIncome,SalesAmt,Age,NumberItems,city2,gender2,gender,city,Clusterlabel
10578,1,80000.0,69.97,63,3,163,1,M,Milwaukie,3
10579,1,80000.0,2318.96,64,4,83,1,M,Coronado,3
10580,1,40000.0,1763.97,53,3,210,0,F,Runcorn,1
10581,2,60000.0,1938.47,49,3,256,0,F,Warrnambool,0
10582,1,60000.0,32.28,52,2,104,0,F,Findon,0
10583,2,70000.0,4391.4096,43,2,135,0,F,Lane Cove,0
10584,3,50000.0,6508.71,49,7,13,0,F,Berlin,0
10585,2,60000.0,4891.61,48,4,38,0,F,Burnaby,0
10586,1,10000.0,562.96,48,4,190,0,F,Paris,1
10587,1,20000.0,60.47,40,3,148,0,F,London,1
10588,1,30000.0,1199.46,58,4,148,1,M,London,1
10589,1,50000.0,148.47,75,3,82,1,M,Concord,0
10590,2,70000.0,4900.68,54,4,113,1,M,Goulburn,0
10591,2,90000.0,6054.22,51,3,228,1,M,Silverwater,3
10592,1,60000.0,7.28,47,2,14,1,M,Beverly Hills,0
10593,1,20000.0,12.94,72,2,113,1,M,Goulburn,1
10594,2,30000.0,196.97,67,4,89,1,M,Darlinghurst,1
10595,1,60000.0,54.98,67,2,37,1,M,Burlingame,0
10596,3,50000.0,342.03,50,8,209,1,M,Royal Oak,0
10597,1,60000.0,1269.47,54,4,99,1,M,El Cajon,0
10598,2,70000.0,174.45,50,5,157,1,M,Melton,0
10599,1,70000.0,2294.99,71,1,150,1,M,Los Angeles,0
10600,3,80000.0,191.87,48,7,230,1,M,Sooke,3
10601,1,90000.0,141.98,75,2,149,1,M,Long Beach,3
10602,1,40000.0,782.99,45,1,195,1,M,Port Hammond,1
10603,1,30000.0,53.99,39,1,198,1,M,Portland,1
10604,1,30000.0,123.98,60,2,132,1,M,Lake Oswego,1
10605,1,90000.0,4.99,82,1,82,0,F,Concord,3
10606,2,30000.0,62.27,61,3,135,0,F,Lane Cove,1
10607,1,60000.0,69.99,68,1,4,0,F,Beaverton,0
10608,1,100000.0,32.27,70,3,105,0,F,Frankfurt,3
10609,1,30000.0,553.97,51,3,257,1,M,Watford,1
10610,1,20000.0,32.27,51,3,79,1,M,Colombes,1
10611,2,30000.0,75.47,81,3,193,1,M,Peterborough,1
10612,3,40000.0,5047.5382,50,8,238,1,M,Sulzbach Taunus,1
10613,1,30000.0,607.96,43,4,65,1,M,Chicago,1
10614,3,60000.0,5583.9382,51,3,135,1,M,Lane Cove,0
10615,2,130000.0,81.81,60,6,161,0,F,Milsons Point,2
10616,1,20000.0,53.99,42,1,190,0,F,Paris,1
10617,1,30000.0,791.32,45,4,189,0,F,Pantin,1
10618,1,20000.0,32.27,81,3,105,0,F,Frankfurt,1
10619,1,50000.0,32.6,81,1,83,0,F,Coronado,0
10620,2,100000.0,49.7,41,6,86,0,F,Cranbourne,3
10621,1,120000.0,64.97,61,3,15,0,F,Billericay,2
10622,1,70000.0,4.99,39,1,86,0,F,Cranbourne,0
10623,2,70000.0,66.26,49,4,204,0,F,Rhodes,0
10624,1,30000.0,1754.98,58,2,236,0,F,Stoke-on-Trent,1
10625,1,60000.0,64.97,80,3,10,0,F,Berkeley,0
10626,1,30000.0,13.98,62,2,14,0,F,Beverly Hills,1
10627,1,20000.0,3399.99,76,1,116,0,F,Hamburg,1
10628,1,10000.0,574.46,39,4,95,0,F,Dunkerque,1
10629,2,20000.0,1396.44,61,6,171,0,F,Newcastle,1
10630,2,120000.0,2120.9275,47,2,224,0,F,Seaford,2
10631,2,40000.0,3001.0225,49,5,210,0,F,Runcorn,1
10632,1,90000.0,4.99,39,1,109,0,F,Geelong,3
10633,3,60000.0,3667.2296,76,6,175,0,F,North Ryde,0
10634,2,150000.0,74.98,61,3,262,0,F,Wokingham,2
10635,2,30000.0,1934.75,50,5,85,0,F,Courbevoie,1
10636,1,60000.0,1155.48,42,2,83,0,F,Coronado,0
10637,1,40000.0,921.77,54,4,212,1,M,Saarlouis,1
10638,1,50000.0,89.97,53,3,158,1,M,Metchosin,0
10639,2,50000.0,128.97,54,4,14,1,M,Beverly Hills,0
10640,1,50000.0,33.98,71,2,130,1,M,Kirkland,0
10641,1,60000.0,39.98,70,2,223,1,M,Santa Monica,0
10642,3,90000.0,6791.7496,39,6,109,1,M,Geelong,3
10643,2,100000.0,5993.26,52,3,197,1,M,Port Orchard,3
10644,2,60000.0,5915.54,54,5,107,1,M,Fremont,0
10645,2,60000.0,60.96,59,3,74,1,M,Cliffside,0
10646,2,30000.0,2450.0782,42,3,95,1,M,Dunkerque,1
10647,2,30000.0,4144.34,43,2,23,1,M,Bottrop,1
10648,2,30000.0,3262.83,54,3,145,1,M,Lille,1
10649,1,60000.0,2322.28,50,2,226,1,M,Sedro Woolley,0
10650,1,60000.0,848.47,57,3,250,1,M,Victoria,0
10651,2,90000.0,3355.4175,54,3,154,1,M,Marysville,3
10652,2,10000.0,4438.3796,53,4,229,1,M,Solingen,1
10653,1,30000.0,769.49,38,1,74,1,M,Cliffside,1
10654,2,40000.0,64.5,40,5,195,1,M,Port Hammond,1
10655,2,170000.0,4760.32,68,3,255,1,M,Warrington,2
10656,1,60000.0,71.58,53,3,36,0,F,Burien,0
10657,2,10000.0,2589.0882,39,2,234,0,F,Springwood,1
10658,1,20000.0,553.97,50,3,94,0,F,Duesseldorf,1
10659,2,30000.0,3807.3996,70,3,234,0,F,Springwood,1
10660,1,40000.0,39.98,44,2,78,0,F,Colma,1
10661,2,50000.0,5873.26,48,2,243,0,F,Tacoma,0
10662,1,60000.0,1754.98,71,2,139,0,F,Lebanon,0
10663,1,70000.0,539.99,66,1,97,0,F,Edmonds,0
10664,1,60000.0,21.98,46,1,35,0,F,Burbank,0
10665,1,150000.0,42.93,61,3,140,0,F,Leeds,2
10666,1,40000.0,38.88,41,3,267,0,F,Yakima,1
10667,1,50000.0,812.42,50,4,136,0,F,Langford,0
10668,1,60000.0,539.99,42,1,110,0,F,Glendale,0
10669,2,80000.0,3148.22,63,5,10,0,F,Berkeley,3
10670,2,50000.0,5958.74,47,4,35,0,F,Burbank,0
10671,1,70000.0,39.98,48,2,203,0,F,Renton,0
10672,1,60000.0,1793.47,49,4,232,0,F,Spokane,0
10673,2,90000.0,5962.34,62,2,202,0,F,Redwood City,3
10674,2,40000.0,105.95,44,5,149,0,F,Long Beach,1
10675,1,80000.0,68.97,56,3,261,0,F,Westminster,3
10676,1,80000.0,21.98,54,1,209,0,F,Royal Oak,3
10677,3,40000.0,4250.2075,50,10,92,0,F,Drancy,1
10678,1,50000.0,39.98,45,2,221,0,F,San Gabriel,0
10679,1,60000.0,21.98,60,1,252,0,F,W. Linn,0
10680,1,100000.0,54.98,77,2,173,0,F,Newport Beach,3
10681,1,30000.0,1170.48,47,2,20,0,F,Bobigny,1
10682,1,40000.0,32.6,41,1,97,0,F,Edmonds,1
10683,1,60000.0,769.49,66,1,178,0,F,Oak Bay,0
10684,1,50000.0,2181.5625,51,1,174,0,F,Newton,0
10685,2,60000.0,82.93,57,4,179,0,F,Oakland,0
10686,1,70000.0,115.95,67,4,142,0,F,Lemon Grove,0
10687,1,120000.0,7.28,54,2,66,0,F,Chula Vista,2
10688,2,20000.0,194.91,69,8,156,0,F,Melbourne,1
10689,1,70000.0,134.98,73,3,244,0,F,Torrance,0
10690,1,110000.0,71.58,54,3,88,0,F,Daly City,3
10691,2,60000.0,6047.32,47,4,178,0,F,Oak Bay,0
10692,1,40000.0,1778.47,73,4,199,0,F,Puyallup,1
10693,1,60000.0,563.77,38,3,221,0,F,San Gabriel,0
10694,1,80000.0,7.28,38,2,104,0,F,Findon,3
10695,3,20000.0,7212.06,53,9,266,0,F,Woolston,1
10696,3,60000.0,88.96,57,4,204,0,F,Rhodes,0
10697,1,20000.0,756.33,65,3,86,0,F,Cranbourne,1
10698,1,50000.0,14.98,45,2,82,0,F,Concord,0
10699,1,80000.0,34.47,70,3,189,0,F,Pantin,3
10700,2,40000.0,2611.4096,77,2,75,1,M,Cloverdale,1
10701,1,20000.0,69.97,46,3,121,1,M,High Wycombe,1
10702,1,70000.0,49.97,62,3,4,1,M,Beaverton,0
10703,2,60000.0,3600.77,49,5,157,1,M,Melton,0
10704,3,80000.0,8143.03,40,5,175,1,M,North Ryde,3
10705,2,90000.0,6029.57,47,3,235,1,M,St. Leonards,3
10706,1,20000.0,8.99,83,1,184,1,M,Orly,1
10707,1,30000.0,778.62,57,4,114,1,M,Grevenbroich,1
10708,2,30000.0,38.98,67,2,113,1,M,Goulburn,1
10709,1,40000.0,39.98,66,2,103,1,M,Everett,1
10710,1,40000.0,36.27,91,3,232,1,M,Spokane,1
10711,1,30000.0,831.33,37,3,188,1,M,Palo Alto,1
10712,1,30000.0,24.99,42,1,185,1,M,Oxford,1
10713,2,30000.0,4416.3796,54,5,105,1,M,Frankfurt,1
10714,1,40000.0,28.98,42,2,84,1,M,Corvallis,1
10715,1,60000.0,567.76,39,4,124,1,M,Imperial Beach,0
10716,1,60000.0,782.99,51,1,137,1,M,Langley,0
10717,2,60000.0,4142.75,56,3,178,1,M,Oak Bay,0
10718,1,60000.0,44.98,69,2,130,1,M,Kirkland,0
10719,1,70000.0,197.88,41,4,188,1,M,Palo Alto,0
10720,2,70000.0,5793.05,65,3,149,1,M,Long Beach,0
10721,1,80000.0,32.28,63,2,225,1,M,Seattle,3
10722,1,50000.0,32.28,47,2,88,1,M,Daly City,0
10723,1,70000.0,14.98,72,2,244,1,M,Torrance,0
10724,2,80000.0,3105.27,40,3,150,1,M,Los Angeles,3
10725,3,90000.0,5661.8982,46,7,245,1,M,Townsville,3
10726,3,90000.0,153.21,50,8,136,1,M,Langford,3
10727,1,50000.0,7.28,43,2,136,1,M,Langford,0
10728,17,40000.0,801.77,64,32,195,1,M,Port Hammond,1
10729,1,50000.0,45.58,44,3,198,1,M,Portland,0
10730,2,10000.0,3907.0425,60,3,212,1,M,Saarlouis,1
10731,1,20000.0,34.98,95,2,127,1,M,Kassel,1
10732,1,40000.0,35.23,42,3,14,1,M,Beverly Hills,1
10733,2,40000.0,65.97,44,3,160,1,M,Mill Valley,1
10734,1,30000.0,23.78,85,2,108,1,M,Gateshead,1
10735,2,40000.0,128.97,47,4,110,1,M,Glendale,1
10736,1,50000.0,56.97,47,2,151,1,M,Lynnwood,0
10737,1,40000.0,600.46,45,4,126,1,M,Issaquah,1
10738,2,80000.0,1274.0782,51,3,209,1,M,Royal Oak,3
10739,1,10000.0,60.47,59,3,172,1,M,Newcastle upon Tyne,1
10740,1,20000.0,71.97,48,2,251,1,M,Villeneuve-d'Ascq,1
10741,2,30000.0,4923.29,38,4,105,1,M,Frankfurt,1
10742,1,40000.0,902.46,63,4,74,1,M,Cliffside,1
10743,1,70000.0,64.97,40,3,146,1,M,Lincoln Acres,0
10744,5,70000.0,192.53,50,9,227,1,M,Shawnee,0
10745,1,70000.0,21.98,50,1,201,1,M,Redmond,0
10746,1,70000.0,4.99,67,1,188,1,M,Palo Alto,0
10747,2,120000.0,5913.24,49,4,131,1,M,La Jolla,2
10748,1,50000.0,4.99,75,1,37,0,F,Burlingame,0
10749,1,20000.0,778.62,53,4,13,0,F,Berlin,1
10750,1,20000.0,13.98,84,2,190,0,F,Paris,1
10751,1,30000.0,2071.4196,39,1,251,0,F,Villeneuve-d'Ascq,1
10752,2,60000.0,1468.5882,46,2,202,0,F,Redwood City,0
10753,1,60000.0,13.98,75,2,195,0,F,Port Hammond,0
10754,2,80000.0,3244.96,49,4,163,0,F,Milwaukie,3
10755,2,90000.0,6058.21,52,4,122,0,F,Hobart,3
10756,1,150000.0,2492.32,52,4,221,0,F,San Gabriel,2
10757,1,70000.0,572.26,78,4,131,0,F,La Jolla,0
10758,1,40000.0,21.26,43,4,88,0,F,Daly City,1
10759,1,10000.0,3.99,72,1,251,0,F,Villeneuve-d'Ascq,1
10760,2,130000.0,139.44,70,6,172,0,F,Newcastle upon Tyne,2
10761,2,120000.0,4413.3896,59,3,256,1,M,Warrnambool,2
10762,3,170000.0,8306.3,65,6,268,1,M,York,2
10763,1,60000.0,14.98,79,2,82,1,M,Concord,0
10764,1,30000.0,1214.85,46,1,170,1,M,Neunkirchen,1
10765,1,20000.0,71.95,75,4,215,1,M,Saint-Denis,1
10766,1,30000.0,48.97,47,3,100,1,M,Erlangen,1
10767,1,40000.0,78.98,82,2,4,1,M,Beaverton,1
10768,1,70000.0,14.98,71,2,36,1,M,Burien,0
10769,1,10000.0,38.98,44,2,141,1,M,Leipzig,1
10770,1,10000.0,1170.48,45,2,12,1,M,Berkshire,1
10771,1,20000.0,6.28,40,2,105,1,M,Frankfurt,1
10772,1,30000.0,36.27,41,3,33,1,M,Bremerton,1
10773,1,50000.0,1754.98,40,2,132,1,M,Lake Oswego,0
10774,2,60000.0,1676.46,44,4,163,1,M,Milwaukie,0
10775,1,60000.0,3578.27,49,1,227,1,M,Shawnee,0
10776,1,60000.0,2482.23,72,4,197,1,M,Port Orchard,0
10777,1,70000.0,39.98,53,2,34,1,M,Brisbane,0
10778,1,70000.0,2405.47,64,3,259,1,M,West Covina,0
10779,1,130000.0,2319.26,55,3,169,1,M,National City,2
10780,1,20000.0,36.59,56,2,92,1,M,Drancy,1
10781,1,60000.0,2443.35,41,1,230,1,M,Sooke,0
10782,1,60000.0,1735.98,46,2,225,1,M,Seattle,0
10783,1,70000.0,2427.04,47,4,99,1,M,El Cajon,0
10784,1,80000.0,12.94,59,2,226,1,M,Sedro Woolley,3
10785,1,40000.0,3578.27,39,1,222,1,M,Santa Cruz,1
10786,2,40000.0,5976.74,39,5,259,1,M,West Covina,1
10787,1,40000.0,1700.99,40,1,74,1,M,Cliffside,1
10788,1,40000.0,32.27,40,3,103,1,M,Everett,1
10789,2,40000.0,64.91,63,4,137,1,M,Langley,1
10790,1,40000.0,37.27,40,3,126,1,M,Issaquah,1
10791,1,60000.0,1725.98,39,2,160,1,M,Mill Valley,0
10792,1,60000.0,3578.27,51,1,250,1,M,Victoria,0
10793,1,60000.0,49.97,67,3,203,1,M,Renton,0
10794,1,80000.0,39.98,57,2,136,1,M,Langford,3
10795,1,90000.0,123.98,55,2,4,1,M,Beaverton,3
10796,1,70000.0,69.99,61,1,107,1,M,Fremont,0
10797,1,60000.0,124.99,49,2,132,1,M,Lake Oswego,0
10798,4,50000.0,200.73,44,8,195,1,M,Port Hammond,0
10799,2,60000.0,1595.41,54,5,115,1,M,Grossmont,0
10800,1,60000.0,128.97,79,3,124,1,M,Imperial Beach,0
10801,1,70000.0,119.98,48,2,201,1,M,Redmond,0
10802,1,70000.0,40.22,58,4,91,1,M,Downey,0
10803,1,60000.0,59.47,58,3,205,1,M,Rockhampton,0
10804,1,60000.0,2049.0982,69,1,131,1,M,La Jolla,0
10805,1,60000.0,69.97,69,3,264,1,M,Woodburn,0
10806,2,70000.0,4347.76,60,2,109,1,M,Geelong,0
10807,1,30000.0,13.98,39,2,110,1,M,Glendale,1
10808,1,60000.0,3578.27,51,1,232,1,M,Spokane,0
10809,2,70000.0,84.99,73,2,14,1,M,Beverly Hills,0
10810,5,90000.0,402.53,50,11,174,1,M,Newton,3
10811,2,60000.0,109.24,52,5,136,1,M,Langford,0
10812,1,40000.0,2071.4196,58,1,150,0,F,Los Angeles,1
10813,4,40000.0,293.4,61,11,158,0,F,Metchosin,1
10814,1,90000.0,14.98,54,2,84,0,F,Corvallis,3
10815,1,100000.0,46.83,42,4,243,0,F,Tacoma,3
10816,1,60000.0,113.47,75,4,8,0,F,Bellingham,0
10817,1,20000.0,21.49,42,1,123,0,F,Hof,1
10818,2,40000.0,6006.32,42,4,230,0,F,Sooke,1
10819,1,70000.0,2326.96,44,3,158,0,F,Metchosin,0
10820,2,80000.0,4456.1382,49,5,223,0,F,Santa Monica,3
10821,1,80000.0,2318.96,57,4,0,0,F,Ballard,3
10822,1,60000.0,846.46,55,3,230,0,F,Sooke,0
10823,3,70000.0,5647.9182,53,5,120,0,F,Hervey Bay,0
10824,1,90000.0,2351.96,50,3,168,0,F,N. Vancouver,3
10825,2,130000.0,51.27,79,4,35,0,F,Burbank,2
10826,1,60000.0,39.98,43,2,252,0,F,W. Linn,0
10827,1,80000.0,7.28,60,2,222,0,F,Santa Cruz,3
10828,1,90000.0,89.97,45,3,199,0,F,Puyallup,3
10829,1,70000.0,638.95,68,5,219,0,F,San Diego,0
10830,1,120000.0,56.97,43,2,37,0,F,Burlingame,2
10831,3,130000.0,8319.3,55,6,100,0,F,Erlangen,2
10832,1,50000.0,1120.49,76,1,203,0,F,Renton,0
10833,2,120000.0,5935.55,51,4,202,0,F,Redwood City,2
10834,1,60000.0,64.97,74,3,131,0,F,La Jolla,0
10835,2,90000.0,4329.61,62,3,267,0,F,Yakima,3
10836,2,70000.0,230.16,48,6,96,0,F,East Brisbane,0
10837,1,90000.0,69.99,43,1,241,0,F,Sydney,3
10838,2,100000.0,128.94,51,5,122,0,F,Hobart,3
10839,2,130000.0,4696.4925,48,5,234,0,F,Springwood,2
10840,1,20000.0,67.97,54,3,214,0,F,Saint Ouen,1
10841,1,40000.0,71.58,44,3,36,0,F,Burien,1
10842,1,20000.0,56.96,44,3,200,0,F,Reading,1
10843,3,20000.0,5676.2396,43,5,148,0,F,London,1
10844,2,30000.0,2771.5425,58,3,190,0,F,Paris,1
10845,1,80000.0,88.97,51,3,4,0,F,Beaverton,3
10846,1,60000.0,1725.98,46,2,66,0,F,Chula Vista,0
10847,1,40000.0,93.97,51,3,52,0,F,Cedar Park,1
10848,1,90000.0,66.96,69,3,212,0,F,Saarlouis,3
10849,3,30000.0,7147.07,50,7,148,1,M,London,1
10850,1,30000.0,59.98,53,2,212,1,M,Saarlouis,1
10851,1,30000.0,69.46,40,4,237,1,M,Stuttgart,1
10852,1,30000.0,27.77,42,3,13,1,M,Berlin,1
10853,1,100000.0,28.99,38,1,14,1,M,Beverly Hills,3
10854,2,10000.0,3063.0025,51,6,190,1,M,Paris,1
10855,3,40000.0,5111.4382,50,3,268,1,M,York,1
10856,3,40000.0,82.85,56,6,92,1,M,Drancy,1
10857,1,20000.0,771.34,46,2,237,1,M,Stuttgart,1
10858,1,10000.0,750.3,76,2,190,1,M,Paris,1
10859,2,30000.0,2665.0582,71,4,224,1,M,Seaford,1
10860,2,160000.0,45.95,46,4,119,1,M,Hawthorne,2
10861,2,50000.0,1528.0682,42,4,267,0,F,Yakima,0
10862,1,30000.0,53.99,37,1,33,0,F,Bremerton,1
10863,1,70000.0,13.98,48,2,263,1,M,Wollongong,0
10864,1,30000.0,69.99,38,1,173,1,M,Newport Beach,1
10865,1,40000.0,37.21,58,4,264,1,M,Woodburn,1
10866,2,60000.0,155.0,57,2,222,1,M,Santa Cruz,0
10867,4,120000.0,7259.56,62,8,187,1,M,Paderborn,2
10868,2,10000.0,2983.34,38,2,113,1,M,Goulburn,1
10869,1,20000.0,91.58,73,3,97,1,M,Edmonds,1
10870,1,30000.0,2071.4196,72,1,131,1,M,La Jolla,1
10871,1,40000.0,1750.98,46,2,213,0,F,Saint Germain en Laye,1
10872,1,50000.0,3578.27,52,1,14,0,F,Beverly Hills,0
10873,3,70000.0,6815.0782,54,7,157,0,F,Melton,0
10874,2,60000.0,1898.8975,44,5,10,0,F,Berkeley,0
10875,2,40000.0,2483.98,42,2,129,0,F,Kirkby,1
10876,1,60000.0,1732.26,59,4,181,0,F,Olympia,0
10877,1,70000.0,570.47,55,3,178,0,F,Oak Bay,0
10878,1,70000.0,589.26,56,3,36,0,F,Burien,0
10879,2,20000.0,62.95,98,5,172,0,F,Newcastle upon Tyne,1
10880,1,30000.0,74.98,44,3,130,0,F,Kirkland,1
10881,1,70000.0,1174.48,64,2,264,0,F,Woodburn,0
10882,1,110000.0,4.99,51,1,198,0,F,Portland,3
10883,2,10000.0,1322.98,37,2,205,0,F,Rockhampton,1
10884,1,60000.0,69.99,62,1,163,0,F,Milwaukie,0
10885,1,60000.0,49.97,69,3,97,0,F,Edmonds,0
10886,1,70000.0,553.97,44,3,83,0,F,Coronado,0
10887,2,10000.0,2589.0882,73,2,138,1,M,Lavender Bay,1
10888,1,70000.0,539.99,44,1,177,0,F,Novato,0
10889,1,80000.0,4.99,49,1,35,0,F,Burbank,3
10890,2,120000.0,87.28,75,3,154,0,F,Marysville,2
10891,1,50000.0,69.99,43,1,158,0,F,Metchosin,0
10892,2,40000.0,3300.2496,66,4,177,0,F,Novato,1
10893,1,50000.0,1700.99,51,1,221,0,F,San Gabriel,0
10894,1,60000.0,68.97,54,3,267,0,F,Yakima,0
10895,1,60000.0,69.97,57,3,86,0,F,Cranbourne,0
10896,2,70000.0,4181.76,71,3,117,0,F,Haney,0
10897,1,40000.0,100.09,88,3,233,0,F,Spring Valley,1
10898,1,40000.0,69.97,41,3,83,0,F,Coronado,1
10899,1,40000.0,49.97,61,3,201,0,F,Redmond,1
10900,1,30000.0,73.96,38,4,88,0,F,Daly City,1
10901,2,60000.0,73.25,61,5,203,0,F,Renton,0
10902,1,70000.0,2394.97,56,4,158,0,F,Metchosin,0
10903,2,80000.0,3385.3975,54,5,8,0,F,Bellingham,3
10904,1,50000.0,572.26,48,4,169,0,F,National City,0
10905,2,110000.0,115.94,75,5,158,0,F,Metchosin,3
10906,1,130000.0,2443.35,56,1,169,0,F,National City,2
10907,2,10000.0,26.97,45,2,172,0,F,Newcastle upon Tyne,1
10908,1,30000.0,751.34,54,2,88,0,F,Daly City,1
10909,1,70000.0,2376.96,71,3,216,0,F,Salem,0
10910,1,20000.0,6.28,37,2,255,0,F,Warrington,1
10911,1,20000.0,34.99,60,1,139,0,F,Lebanon,1
10912,2,70000.0,106.95,51,5,122,0,F,Hobart,0
10913,1,80000.0,2390.95,72,5,78,0,F,Colma,3
10914,1,10000.0,2049.0982,42,1,249,0,F,Versailles,1
10915,1,30000.0,539.99,51,1,148,0,F,London,1
10916,1,60000.0,40.23,48,3,76,0,F,Coffs Harbour,0
10917,1,110000.0,12.98,57,2,14,0,F,Beverly Hills,3
10918,2,60000.0,78.2,58,6,235,0,F,St. Leonards,0
10919,2,10000.0,71.27,43,4,148,0,F,London,1
10920,1,10000.0,39.98,54,2,246,0,F,Tremblay-en-France,1
10921,1,10000.0,8.99,78,1,258,1,M,Werne,1
10922,1,40000.0,1764.96,44,4,98,1,M,Eilenburg,1
10923,1,40000.0,1735.98,55,2,191,1,M,Paris La Defense,1
10924,1,70000.0,548.98,49,2,36,1,M,Burien,0
10925,2,80000.0,86.26,43,4,122,1,M,Hobart,3
10926,3,100000.0,5650.2396,52,5,75,1,M,Cloverdale,3
10927,2,10000.0,4761.74,38,4,153,1,M,Malabar,1
10928,2,10000.0,3242.83,44,3,206,1,M,Roissy en Brie,1
10929,1,30000.0,603.49,45,2,116,1,M,Hamburg,1
10930,1,70000.0,39.99,38,2,86,1,M,Cranbourne,0
10931,2,90000.0,2155.9175,40,3,42,1,M,Caloundra,3
10932,3,80000.0,8248.02,58,6,104,1,M,Findon,3
10933,1,40000.0,1744.97,39,3,190,1,M,Paris,1
10934,2,60000.0,115.93,53,7,86,1,M,Cranbourne,0
10935,1,30000.0,86.26,41,4,253,1,M,W. York,1
10936,2,30000.0,47.26,41,4,260,1,M,West Sussex,1
10937,1,60000.0,56.97,64,2,37,1,M,Burlingame,0
10938,2,110000.0,6039.3,52,6,82,1,M,Concord,3
10939,1,50000.0,1155.48,48,2,35,1,M,Burbank,0
10940,1,50000.0,1249.84,50,2,4,1,M,Beaverton,0
10941,1,70000.0,2345.22,76,5,126,1,M,Issaquah,0
10942,2,130000.0,6060.83,42,4,142,1,M,Lemon Grove,2
10943,1,150000.0,564.48,46,2,233,1,M,Spring Valley,2
10944,1,60000.0,38.98,47,2,150,1,M,Los Angeles,0
10945,1,60000.0,125.46,52,4,181,1,M,Olympia,0
10946,1,70000.0,603.96,40,4,115,1,M,Grossmont,0
10947,2,70000.0,4490.4796,47,3,133,1,M,Lakewood,0
10948,2,70000.0,4468.1582,47,3,146,1,M,Lincoln Acres,0
10949,1,70000.0,2329.99,52,2,99,1,M,El Cajon,0
10950,2,110000.0,4813.32,81,5,7,1,M,Bellflower,3
10951,1,130000.0,29.99,52,1,202,1,M,Redwood City,2
10952,1,10000.0,48.97,44,3,90,1,M,Darmstadt,1
10953,1,10000.0,47.97,61,3,172,1,M,Newcastle upon Tyne,1
10954,1,40000.0,1170.48,38,2,151,1,M,Lynnwood,1
10955,1,60000.0,4.99,38,1,37,1,M,Burlingame,0
10956,1,60000.0,1120.49,57,1,220,1,M,San Francisco,0
10957,2,70000.0,234.44,39,7,188,1,M,Palo Alto,0
10958,1,70000.0,32.27,68,3,149,1,M,Long Beach,0
10959,1,90000.0,85.48,52,2,230,1,M,Sooke,3
10960,1,100000.0,36.27,50,3,154,1,M,Marysville,3
10961,1,20000.0,147.28,55,3,37,1,M,Burlingame,1
10962,1,40000.0,39.98,69,2,227,1,M,Shawnee,1
10963,1,100000.0,12.98,71,2,116,0,F,Hamburg,3
10964,2,100000.0,147.48,46,3,175,0,F,North Ryde,3
10965,5,100000.0,13269.27,53,14,159,0,F,Metz,3
10966,2,90000.0,84.99,61,2,99,1,M,El Cajon,3
10967,1,10000.0,75.47,46,3,23,1,M,Bottrop,1
10968,1,10000.0,9.99,69,1,120,1,M,Hervey Bay,1
10969,2,130000.0,4526.7825,80,6,223,0,F,Santa Monica,2
10970,2,80000.0,4624.9125,42,2,34,1,M,Brisbane,3
10971,2,80000.0,1350.75,42,5,234,1,M,Springwood,3
10972,1,20000.0,38.98,39,2,190,1,M,Paris,1
10973,1,20000.0,78.96,41,4,90,1,M,Darmstadt,1
10974,1,30000.0,58.98,82,2,76,1,M,Coffs Harbour,1
10975,1,20000.0,600.46,78,4,148,1,M,London,1
10976,1,20000.0,69.97,81,3,18,1,M,Birmingham,1
10977,1,30000.0,6.28,84,2,13,1,M,Berlin,1
10978,1,110000.0,33.98,50,2,14,1,M,Beverly Hills,3
10979,1,60000.0,600.46,46,4,37,1,M,Burlingame,0
10980,1,30000.0,1120.49,47,1,148,1,M,London,1
10981,2,20000.0,2518.97,42,3,140,1,M,Leeds,1
10982,2,30000.0,2590.3582,53,6,190,1,M,Paris,1
10983,2,40000.0,3356.0425,64,3,76,1,M,Coffs Harbour,1
10984,3,40000.0,3679.8982,75,7,171,1,M,Newcastle,1
10985,3,40000.0,4349.8882,49,7,98,1,M,Eilenburg,1
10986,1,50000.0,2479.94,45,3,36,1,M,Burien,0
10987,1,60000.0,106.96,59,3,33,1,M,Bremerton,0
10988,2,70000.0,3330.6675,74,4,79,1,M,Colombes,0
10989,1,20000.0,561.92,49,4,25,1,M,Boulogne-sur-Mer,1
10990,1,20000.0,27.77,75,3,268,1,M,York,1
10991,3,130000.0,6982.0725,59,8,148,1,M,London,2
10992,1,30000.0,4.99,53,1,98,1,M,Eilenburg,1
10993,1,40000.0,54.98,47,2,37,1,M,Burlingame,1
10994,1,50000.0,84.96,81,4,65,1,M,Chicago,0
10995,2,10000.0,4118.26,41,2,256,1,M,Warrnambool,1
10996,2,10000.0,87.94,55,6,255,1,M,Warrington,1
10997,2,10000.0,77.91,51,5,210,1,M,Runcorn,1
10998,2,60000.0,3021.0425,54,3,7,1,M,Bellflower,0
10999,1,10000.0,28.99,59,1,190,1,M,Paris,1
11000,1,30000.0,8.99,61,1,35,1,M,Burbank,1
11001,2,40000.0,1893.9075,39,4,4,1,M,Beaverton,1
11002,1,40000.0,39.98,43,2,201,1,M,Redmond,1
11003,1,40000.0,69.97,46,3,115,1,M,Grossmont,1
11004,2,40000.0,46.27,43,4,233,1,M,Spring Valley,1
11005,1,110000.0,119.98,51,2,37,1,M,Burlingame,3
11006,1,30000.0,1709.98,57,2,15,0,F,Billericay,1
